engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,behaviour_score3,behaviour_score3_name,behaviour_score4,behaviour_score4_name
random,156,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,157,4.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,158,12.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,159,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,160,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,161,14.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,162,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,163,2.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,164,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,165,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,166,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,167,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,168,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,169,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,170,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,171,6.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,172,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,173,6.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,174,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,175,12.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,176,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,177,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,178,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,179,4.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,180,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,181,6.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,182,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,183,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,184,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,185,4.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,186,4.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,187,12.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,188,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,189,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,190,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,191,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,192,14.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,193,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,194,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,195,6.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,196,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,197,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,198,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,199,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,200,12.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,201,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,202,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,203,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,204,8.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,205,4.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,206,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,207,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,208,16.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,209,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,210,8.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,211,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,212,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,213,4.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,214,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,215,10.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,216,14.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,217,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,218,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,219,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,220,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,221,10.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,222,13.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,223,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,224,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,225,5.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,226,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,227,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,228,10.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,229,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,230,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,231,5.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,232,6.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,233,4.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,234,9.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,235,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,236,7.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,237,6.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,238,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,239,13.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,240,8.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,241,14.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,242,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,243,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,244,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,245,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,246,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,247,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,248,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,249,12.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,250,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,251,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,252,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,253,11.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,254,15.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,255,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,256,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,257,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,258,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,259,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,260,14.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,261,13.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,262,12.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,263,4.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,264,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,265,6.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,266,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,267,9.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,268,4.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,269,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,270,9.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,271,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,272,5.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,273,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,274,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,275,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,276,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,277,6.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,278,13.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,279,11.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,280,10.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,281,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,282,7.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,283,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,284,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,285,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,286,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,287,13.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,288,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,289,6.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,290,11.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,291,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,292,8.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,293,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,294,12.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,295,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,296,9.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,297,6.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,298,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,299,9.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,300,6.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,301,11.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,302,11.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,303,9.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,304,9.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,305,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,306,9.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,307,10.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,308,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,309,7.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,310,12.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,311,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,312,12.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,313,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,314,13.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,315,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,316,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,317,10.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,318,8.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,319,7.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,320,5.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,321,13.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,322,8.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,323,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,324,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,325,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,326,8.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,327,11.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,328,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,329,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,330,6.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,331,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,332,9.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,333,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,334,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,335,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,336,6.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,337,9.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,338,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,339,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,340,12.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,341,7.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,342,5.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,343,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,344,8.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,345,8.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,346,10.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,347,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,348,12.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,349,11.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,350,15.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,351,14.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,352,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,353,10.0,temporal discounting score,0.0,present bias,0.0,subaddictivity,1.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,354,4.0,temporal discounting score,0.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
random,355,6.0,temporal discounting score,1.0,present bias,1.0,subaddictivity,0.0,delay-speedup asymmetry-1,0.0,delay-length asymmetry-2
random,356,7.0,temporal discounting score,1.0,present bias,0.0,subaddictivity,0.0,delay-speedup asymmetry-1,1.0,delay-length asymmetry-2
