run,informative_lh,prior,lh,left_pred,red_observation
1029,False,0.1,0.5,0.1,False
1030,True,0.5,0.8,0.2,False
1030,False,0.8,0.5,0.8,False
1031,True,0.6,0.30000000000000004,0.6,False
1031,False,0.8,0.6,0.67,True
1032,True,0.6,0.2,0.6,True
1032,False,0.1,0.4,0.2,True
1033,True,0.4,0.9,0.44,False
1033,False,0.3,0.6,0.33,False
1034,True,0.5,0.1,0.5,True
1034,False,0.8,0.5,0.8,False
1035,True,0.6,0.19999999999999996,0.67,False
1035,False,0.1,0.5,0.1,False
1036,True,0.5,0.1,0.5,True
1036,False,0.9,0.6,0.6,False
1037,True,0.5,0.8,0.2,False
1037,False,0.2,0.6,0.25,True
1038,True,0.5,0.7,0.7,True
1038,False,0.8,0.5,0.8,True
1039,True,0.4,0.1,0.4,True
1039,False,0.9,0.6,0.6,False
1040,True,0.4,0.3,0.43,True
1040,False,0.9,0.4,0.67,True
1041,True,0.4,0.30000000000000004,0.43,False
1041,False,0.1,0.5,0.1,True
1042,True,0.5,0.19999999999999996,0.67,False
1042,False,0.8,0.4,0.67,False
1043,True,0.5,0.3,0.6,True
1043,False,0.8,0.6,0.67,True
1044,True,0.5,0.7,0.58,True
1044,False,0.1,0.5,0.1,False
1045,True,0.5,0.9,0.9,True
1045,False,0.9,0.6,0.6,False
1046,True,0.6,0.30000000000000004,0.6,False
1046,False,0.3,0.4,0.43,True
1047,True,0.6,0.8,0.67,False
1047,False,0.8,0.5,0.8,True
1048,True,0.4,0.30000000000000004,0.43,False
1048,False,0.2,0.5,0.2,True
1049,True,0.5,0.9,0.1,False
1049,False,0.8,0.5,0.8,False
1050,True,0.6,0.8,0.75,True
1050,False,0.8,0.5,0.8,False
1051,True,0.5,0.19999999999999996,0.67,False
1051,False,0.7,0.5,0.7,True
1052,True,0.5,0.9,0.1,False
1052,False,0.2,0.6,0.25,False
1053,True,0.6,0.09999999999999998,0.6,False
1053,False,0.7,0.4,0.58,False
1054,True,0.4,0.30000000000000004,0.43,False
1054,False,0.9,0.5,0.9,False
1055,True,0.5,0.7,0.7,True
1055,False,0.1,0.5,0.1,False
1056,True,0.5,0.09999999999999998,0.64,False
1056,False,0.1,0.5,0.1,False
1057,True,0.6,0.09999999999999998,0.6,False
1057,False,0.8,0.5,0.8,False
1058,True,0.5,0.09999999999999998,0.5,False
1058,False,0.3,0.5,0.3,False
1059,True,0.5,0.30000000000000004,0.6,False
1059,False,0.8,0.6,0.67,False
1060,True,0.5,0.7,0.58,True
1060,False,0.9,0.4,0.6,True
1061,True,0.4,0.2,0.33,True
1061,False,0.8,0.5,0.8,True
1062,True,0.6,0.9,0.2,False
1062,False,0.7,0.4,0.64,True
1063,True,0.4,0.3,0.6,True
1063,False,0.8,0.4,0.67,True
1064,True,0.5,0.7,0.7,False
1064,False,0.3,0.5,0.7,True
1065,True,0.5,0.7,0.7,False
1065,False,0.7,0.4,0.58,True
1066,True,0.5,0.8,0.67,True
1066,False,0.8,0.5,0.8,True
1067,True,0.4,0.30000000000000004,0.6,False
1067,False,0.8,0.4,0.67,True
1068,True,0.5,0.30000000000000004,0.7,False
1068,False,0.09999999999999998,0.4,0.2,False
1069,True,0.6,0.9,0.6,True
1069,False,0.8,0.6,0.67,True
1070,True,0.4,0.7,0.33,False
1070,False,0.1,0.5,0.1,False
1071,True,0.5,0.1,0.5,True
1071,False,0.8,0.5,0.8,True
1072,True,0.5,0.9,0.1,False
1072,False,0.3,0.6,0.33,True
1073,True,0.5,0.7,0.7,False
1073,False,0.1,0.6,0.4,True
1074,True,0.5,0.2,0.67,True
1074,False,0.1,0.5,0.1,True
1075,True,0.5,0.7,0.58,False
1075,False,0.9,0.4,0.67,False
1076,True,0.5,0.9,0.1,False
1076,False,0.8,0.5,0.8,False
1077,True,0.5,0.8,0.67,False
1077,False,0.9,0.6,0.75,False
1078,True,0.4,0.8,0.33,False
1078,False,0.7,0.5,0.7,True
1079,True,0.5,0.30000000000000004,0.6,False
1079,False,0.2,0.5,0.2,False
1080,True,0.5,0.7,0.7,False
1080,False,0.3,0.5,0.3,False
1081,True,0.6,0.7,0.6,False
1081,False,0.9,0.5,0.9,False
1082,True,0.5,0.8,0.67,False
1082,False,0.3,0.6,0.58,True
1083,True,0.5,0.30000000000000004,0.6,False
1083,False,0.9,0.5,0.9,False
1084,True,0.4,0.1,0.4,True
1084,False,0.8,0.5,0.8,True
1085,True,0.4,0.7,0.6,False
1085,False,0.8,0.5,0.8,False
1086,True,0.4,0.9,0.4,False
1086,False,0.1,0.4,0.2,False
1087,True,0.5,0.8,0.67,True
1087,False,0.1,0.6,0.2,False
1088,True,0.5,0.8,0.67,False
1088,False,0.7,0.5,0.7,False
1089,True,0.5,0.30000000000000004,0.6,False
1089,False,0.9,0.5,0.9,False
1090,True,0.5,0.3,0.6,True
1090,False,0.3,0.5,0.3,False
1091,True,0.5,0.19999999999999996,0.67,False
1091,False,0.8,0.6,0.67,False
1092,True,0.5,0.9,0.64,True
1092,False,0.2,0.4,0.33,True
1093,True,0.6,0.8,0.6,True
1093,False,0.9,0.5,0.9,False
1094,True,0.6,0.8,0.67,False
1094,False,0.1,0.5,0.1,True
1095,True,0.4,0.1,0.44,True
1095,False,0.2,0.6,0.25,True
1096,True,0.4,0.09999999999999998,0.44,False
1096,False,0.7,0.4,0.64,True
1097,True,0.5,0.09999999999999998,0.9,False
1097,False,0.3,0.4,0.33,False
1098,True,0.5,0.8,0.67,True
1098,False,0.8,0.6,0.67,False
1099,True,0.5,0.30000000000000004,0.6,False
1099,False,0.3,0.5,0.3,False
1100,True,0.5,0.7,0.7,True
1100,False,0.8,0.4,0.67,False
1101,True,0.5,0.3,0.6,True
1101,False,0.9,0.5,0.9,True
1102,True,0.6,0.8,0.6,True
1102,False,0.7,0.5,0.7,False
1103,True,0.5,0.30000000000000004,0.6,False
1103,False,0.8,0.6,0.67,False
1104,True,0.5,0.1,0.5,True
1104,False,0.1,0.5,0.1,False
1105,True,0.6,0.30000000000000004,0.6,False
1105,False,0.9,0.5,0.9,True
1106,True,0.6,0.8,0.67,False
1106,False,0.9,0.6,0.75,True
1107,True,0.5,0.9,0.1,False
1107,False,0.2,0.4,0.2,True
1108,True,0.4,0.8,0.25,True
1108,False,0.2,0.5,0.2,False
1109,True,0.4,0.7,0.33,False
1109,False,0.7,0.4,0.58,False
1110,True,0.5,0.19999999999999996,0.67,False
1110,False,0.3,0.4,0.33,False
1111,True,0.6,0.7,0.7,True
1111,False,0.1,0.5,0.1,False
1112,True,0.5,0.3,0.6,True
1112,False,0.3,0.5,0.3,False
1113,True,0.5,0.8,0.67,True
1113,False,0.2,0.5,0.2,True
1114,True,0.4,0.7,0.6,False
1114,False,0.3,0.6,0.6,True
1115,True,0.6,0.1,0.6,True
1115,False,0.1,0.5,0.1,True
1116,True,0.5,0.9,0.64,True
1116,False,0.2,0.5,0.2,True
1117,True,0.5,0.8,0.67,True
1117,False,0.7,0.4,0.7,True
1118,True,0.6,0.8,0.6,True
1118,False,0.09999999999999998,0.6,0.2,False
1119,True,0.5,0.8,0.2,False
1119,False,0.1,0.4,0.2,True
1120,True,0.5,0.3,0.6,True
1120,False,0.1,0.4,0.2,False
1121,True,0.6,0.9,0.6,True
1121,False,0.8,0.5,0.8,True
1122,True,0.4,0.2,0.2,True
1122,False,0.8,0.4,0.67,False
1123,True,0.5,0.9,0.1,False
1123,False,0.2,0.4,0.67,False
1124,True,0.6,0.7,0.7,True
1124,False,0.09999999999999998,0.6,0.2,False
1125,True,0.5,0.8,0.67,True
1125,False,0.2,0.6,0.25,False
1126,True,0.4,0.3,0.43,True
1126,False,0.7,0.5,0.7,True
1127,True,0.5,0.2,0.67,True
1127,False,0.2,0.5,0.2,False
1128,True,0.5,0.7,0.58,True
1128,False,0.9,0.5,0.9,True
1129,True,0.5,0.8,0.67,False
1129,False,0.3,0.5,0.3,False
1130,True,0.5,0.8,0.67,True
1130,False,0.7,0.5,0.7,True
1131,True,0.5,0.30000000000000004,0.7,False
1131,False,0.2,0.5,0.2,True
1132,True,0.5,0.8,0.67,False
1132,False,0.8,0.5,0.8,False
1133,True,0.5,0.09999999999999998,0.9,False
1133,False,0.1,0.4,0.2,False
1134,True,0.4,0.3,0.43,True
1134,False,0.2,0.5,0.2,True
1135,True,0.4,0.9,0.4,False
1135,False,0.8,0.5,0.8,False
1136,True,0.5,0.7,0.7,True
1136,False,0.2,0.5,0.2,False
1137,True,0.5,0.8,0.67,False
1137,False,0.1,0.4,0.2,True
1138,True,0.4,0.30000000000000004,0.6,False
1138,False,0.9,0.6,0.6,True
1139,True,0.5,0.3,0.6,True
1139,False,0.3,0.6,0.6,True
1140,True,0.6,0.30000000000000004,0.6,False
1140,False,0.2,0.4,0.2,True
1141,True,0.5,0.3,0.6,True
1141,False,0.9,0.5,0.9,True
1142,True,0.5,0.9,0.1,False
1142,False,0.1,0.5,0.1,True
1143,True,0.5,0.3,0.6,True
1143,False,0.9,0.5,0.9,True
1144,True,0.6,0.19999999999999996,0.67,False
1144,False,0.7,0.5,0.7,False
1145,True,0.6,0.30000000000000004,0.6,False
1145,False,0.2,0.5,0.2,True
1146,True,0.5,0.7,0.7,True
1146,False,0.8,0.5,0.8,True
1147,True,0.6,0.8,0.67,False
1147,False,0.9,0.5,0.9,True
1148,True,0.5,0.1,0.1,True
1148,False,0.3,0.4,0.7,False
1149,True,0.5,0.8,0.67,False
1149,False,0.7,0.6,0.6,True
1150,True,0.5,0.09999999999999998,0.64,False
1150,False,0.9,0.4,0.67,True
1151,True,0.6,0.2,0.67,True
1151,False,0.3,0.4,0.25,False
1152,True,0.4,0.3,0.6,True
1152,False,0.8,0.4,0.67,False
1153,True,0.4,0.7,0.6,True
1153,False,0.7,0.5,0.7,True
1154,True,0.5,0.8,0.2,False
1154,False,0.7,0.5,0.7,False
1155,True,0.4,0.09999999999999998,0.44,False
1155,False,0.2,0.5,0.2,False
1156,True,0.4,0.1,0.44,True
1156,False,0.8,0.4,0.67,False
1157,True,0.6,0.7,0.6,False
1157,False,0.8,0.4,0.67,True
1158,True,0.5,0.7,0.7,False
1158,False,0.8,0.4,0.67,True
1159,True,0.4,0.1,0.4,True
1159,False,0.7,0.5,0.7,True
1160,True,0.5,0.3,0.6,True
1160,False,0.9,0.4,0.67,True
1161,True,0.6,0.19999999999999996,0.67,False
1161,False,0.7,0.6,0.67,False
1162,True,0.6,0.19999999999999996,0.67,False
1162,False,0.9,0.6,0.75,True
1163,True,0.5,0.8,0.67,True
1163,False,0.1,0.4,0.2,False
1164,True,0.6,0.7,0.6,False
1164,False,0.1,0.5,0.1,False
1165,True,0.6,0.3,0.6,True
1165,False,0.8,0.4,0.67,False
1166,True,0.6,0.8,0.67,False
1166,False,0.8,0.5,0.8,False
1167,True,0.6,0.30000000000000004,0.6,False
1167,False,0.9,0.5,0.9,True
1168,True,0.5,0.30000000000000004,0.6,False
1168,False,0.2,0.5,0.2,True
1169,True,0.5,0.7,0.7,True
1169,False,0.8,0.6,0.67,True
1170,True,0.5,0.30000000000000004,0.6,False
1170,False,0.1,0.6,0.2,False
1171,True,0.6,0.9,0.6,True
1171,False,0.1,0.6,0.2,False
1172,True,0.5,0.9,0.64,True
1172,False,0.7,0.6,0.6,False
1173,True,0.6,0.7,0.6,False
1173,False,0.3,0.5,0.7,True
1174,True,0.4,0.9,0.4,False
1174,False,0.7,0.6,0.7,False
1175,True,0.6,0.30000000000000004,0.6,False
1175,False,0.7,0.5,0.7,False
1176,True,0.4,0.1,0.2,True
1176,False,0.9,0.5,0.9,True
1177,True,0.6,0.8,0.75,True
1177,False,0.1,0.5,0.1,True
1178,True,0.4,0.1,0.44,True
1178,False,0.2,0.6,0.25,True
1179,True,0.5,0.2,0.2,True
1179,False,0.8,0.5,0.8,True
1180,True,0.5,0.8,0.67,False
1180,False,0.9,0.6,0.6,True
1181,True,0.6,0.9,0.6,True
1181,False,0.1,0.4,0.2,True
1182,True,0.4,0.2,0.2,True
1182,False,0.3,0.5,0.3,False
1183,True,0.5,0.9,0.1,False
1183,False,0.2,0.4,0.33,True
1184,True,0.5,0.9,0.64,True
1184,False,0.9,0.5,0.9,False
1185,True,0.5,0.3,0.6,True
1185,False,0.2,0.5,0.2,True
1186,True,0.5,0.7,0.7,True
1186,False,0.9,0.4,0.67,False
1187,True,0.5,0.3,0.6,True
1187,False,0.8,0.5,0.8,False
1188,True,0.5,0.9,0.1,False
1188,False,0.9,0.5,0.9,False
1189,True,0.6,0.7,0.7,True
1189,False,0.9,0.5,0.9,True
1190,True,0.4,0.30000000000000004,0.43,False
1190,False,0.9,0.5,0.9,False
1191,True,0.4,0.3,0.43,True
1191,False,0.2,0.5,0.2,False
1192,True,0.6,0.7,0.7,True
1192,False,0.3,0.5,0.3,True
1193,True,0.6,0.09999999999999998,0.6,False
1193,False,0.7,0.6,0.7,True
1194,True,0.5,0.9,0.1,False
1194,False,0.1,0.5,0.1,True
1195,True,0.5,0.8,0.67,True
1195,False,0.9,0.5,0.9,False
1196,True,0.5,0.30000000000000004,0.6,False
1196,False,0.1,0.4,0.2,False
1197,True,0.4,0.19999999999999996,0.67,False
1197,False,0.2,0.6,0.67,True
1198,True,0.5,0.7,0.7,False
1198,False,0.8,0.5,0.8,True
1199,True,0.5,0.8,0.67,True
1199,False,0.09999999999999998,0.6,0.2,False
1200,True,0.4,0.7,0.67,False
1200,False,0.1,0.4,0.2,False
1201,True,0.4,0.7,0.33,False
1201,False,0.09999999999999998,0.6,0.2,False
1202,True,0.5,0.1,0.5,True
1202,False,0.9,0.4,0.67,False
1203,True,0.6,0.7,0.6,True
1203,False,0.9,0.5,0.9,False
1204,True,0.6,0.8,0.67,True
1204,False,0.9,0.6,0.6,False
1205,True,0.5,0.09999999999999998,0.5,False
1205,False,0.9,0.6,0.75,False
1206,True,0.6,0.9,0.4,False
1206,False,0.1,0.5,0.1,True
1207,True,0.5,0.2,0.2,True
1207,False,0.2,0.5,0.2,False
1208,True,0.4,0.9,0.44,False
1208,False,0.7,0.5,0.7,False
1209,True,0.5,0.9,0.1,False
1209,False,0.2,0.5,0.2,False
1210,True,0.5,0.7,0.7,False
1210,False,0.2,0.4,0.33,True
1211,True,0.6,0.9,0.6,False
1211,False,0.9,0.5,0.9,False
1212,True,0.5,0.8,0.67,True
1212,False,0.8,0.6,0.67,False
1213,True,0.5,0.09999999999999998,0.64,False
1213,False,0.3,0.6,0.33,True
1214,True,0.6,0.8,0.67,True
1214,False,0.3,0.4,0.7,False
1215,True,0.6,0.2,0.67,True
1215,False,0.1,0.5,0.1,False
1216,True,0.5,0.9,0.64,True
1216,False,0.3,0.6,0.33,False
1217,True,0.4,0.9,0.44,False
1217,False,0.2,0.4,0.67,False
1218,True,0.4,0.9,0.44,False
1218,False,0.1,0.6,0.2,False
1219,True,0.5,0.9,0.1,False
1219,False,0.9,0.5,0.9,True
1220,True,0.5,0.2,0.67,True
1220,False,0.8,0.4,0.67,False
1221,True,0.6,0.2,0.6,True
1221,False,0.3,0.5,0.3,True
1222,True,0.5,0.09999999999999998,0.64,False
1222,False,0.1,0.6,0.2,False
1223,True,0.5,0.7,0.58,False
1223,False,0.7,0.4,0.64,True
1224,True,0.6,0.9,0.2,False
1224,False,0.9,0.4,0.67,False
1225,True,0.6,0.2,0.6,True
1225,False,0.2,0.5,0.2,True
1226,True,0.6,0.9,0.6,True
1226,False,0.7,0.6,0.7,True
1227,True,0.5,0.09999999999999998,0.5,False
1227,False,0.2,0.4,0.2,True
1228,True,0.6,0.8,0.6,True
1228,False,0.7,0.5,0.7,True
1229,True,0.5,0.30000000000000004,0.7,False
1229,False,0.7,0.6,0.7,True
1230,True,0.5,0.7,0.58,True
1230,False,0.8,0.4,0.67,True
1231,True,0.4,0.1,0.4,True
1231,False,0.7,0.6,0.67,False
1232,True,0.4,0.7,0.67,False
1232,False,0.9,0.5,0.9,True
1233,True,0.6,0.30000000000000004,0.6,False
1233,False,0.1,0.5,0.1,True
1234,True,0.5,0.8,0.67,False
1234,False,0.2,0.4,0.67,False
1235,True,0.5,0.7,0.7,True
1235,False,0.7,0.6,0.7,False
1236,True,0.6,0.9,0.2,False
1236,False,0.8,0.5,0.8,False
1237,True,0.4,0.9,0.44,True
1237,False,0.8,0.5,0.8,False
1238,True,0.6,0.3,0.6,True
1238,False,0.3,0.5,0.7,False
1239,True,0.6,0.8,0.67,True
1239,False,0.7,0.5,0.7,False
1240,True,0.5,0.19999999999999996,0.67,False
1240,False,0.1,0.4,0.2,False
1241,True,0.5,0.09999999999999998,0.5,False
1241,False,0.8,0.4,0.67,False
1242,True,0.5,0.9,0.64,True
1242,False,0.9,0.5,0.9,False
1243,True,0.5,0.1,0.5,True
1243,False,0.8,0.6,0.67,False
1244,True,0.5,0.8,0.67,True
1244,False,0.2,0.5,0.2,True
1245,True,0.4,0.3,0.43,True
1245,False,0.8,0.4,0.67,True
1246,True,0.6,0.19999999999999996,0.6,False
1246,False,0.3,0.4,0.33,True
1247,True,0.5,0.8,0.2,False
1247,False,0.7,0.5,0.7,False
1248,True,0.5,0.8,0.67,True
1248,False,0.3,0.6,0.33,True
1249,True,0.5,0.3,0.6,True
1249,False,0.7,0.6,0.7,True
1250,True,0.6,0.3,0.6,True
1250,False,0.7,0.5,0.7,False
1251,True,0.6,0.9,0.6,True
1251,False,0.7,0.4,0.58,False
1252,True,0.5,0.1,0.5,True
1252,False,0.7,0.5,0.7,False
1253,True,0.5,0.9,0.64,True
1253,False,0.8,0.4,0.67,False
1254,True,0.5,0.09999999999999998,0.5,False
1254,False,0.7,0.5,0.7,True
1255,True,0.5,0.19999999999999996,0.67,False
1255,False,0.7,0.5,0.7,True
1256,True,0.4,0.9,0.4,True
1256,False,0.3,0.6,0.33,True
1257,True,0.5,0.9,0.1,False
1257,False,0.8,0.4,0.67,True
1258,True,0.5,0.8,0.2,False
1258,False,0.3,0.5,0.3,False
1259,True,0.6,0.7,0.6,False
1259,False,0.2,0.5,0.2,True
1260,True,0.5,0.9,0.1,False
1260,False,0.3,0.5,0.7,False
1261,True,0.6,0.8,0.6,False
1261,False,0.7,0.6,0.6,True
1262,True,0.5,0.8,0.67,True
1262,False,0.9,0.5,0.9,False
1263,True,0.6,0.09999999999999998,0.6,False
1263,False,0.7,0.4,0.64,True
1264,True,0.4,0.1,0.44,True
1264,False,0.1,0.4,0.2,True
1265,True,0.5,0.7,0.7,False
1265,False,0.7,0.4,0.58,True
1266,True,0.5,0.2,0.67,True
1266,False,0.8,0.5,0.8,False
1267,True,0.4,0.3,0.43,True
1267,False,0.7,0.5,0.7,True
1268,True,0.4,0.30000000000000004,0.43,False
1268,False,0.2,0.5,0.2,True
1269,True,0.5,0.7,0.7,False
1269,False,0.2,0.4,0.2,True
1270,True,0.6,0.1,0.6,True
1270,False,0.9,0.4,0.67,True
1271,True,0.5,0.7,0.58,False
1271,False,0.3,0.6,0.6,True
1272,True,0.4,0.1,0.44,True
1272,False,0.7,0.5,0.7,False
1273,True,0.4,0.09999999999999998,0.44,False
1273,False,0.2,0.4,0.67,False
1274,True,0.4,0.1,0.44,True
1274,False,0.7,0.4,0.64,True
1275,True,0.4,0.7,0.47,True
1275,False,0.1,0.4,0.2,False
1276,True,0.5,0.8,0.2,False
1276,False,0.2,0.5,0.2,True
1277,True,0.6,0.1,0.6,True
1277,False,0.7,0.5,0.7,False
1278,True,0.5,0.8,0.67,True
1278,False,0.3,0.6,0.33,False
1279,True,0.4,0.9,0.4,False
1279,False,0.1,0.5,0.1,True
1280,True,0.5,0.8,0.2,False
1280,False,0.1,0.6,0.2,False
1281,True,0.5,0.9,0.1,False
1281,False,0.8,0.4,0.67,False
1282,True,0.4,0.09999999999999998,0.6,False
1282,False,0.1,0.4,0.2,False
1283,True,0.5,0.8,0.67,False
1283,False,0.3,0.4,0.33,False
1284,True,0.6,0.2,0.6,True
1284,False,0.3,0.5,0.3,False
1285,True,0.5,0.8,0.67,False
1285,False,0.1,0.6,0.4,True
1286,True,0.4,0.3,0.43,True
1286,False,0.09999999999999998,0.4,0.2,False
1287,True,0.4,0.8,0.33,False
1287,False,0.3,0.5,0.3,True
1288,True,0.5,0.9,0.1,False
1288,False,0.1,0.4,0.33,True
1289,True,0.4,0.9,0.44,True
1289,False,0.1,0.4,0.2,True
1290,True,0.4,0.2,0.2,True
1290,False,0.3,0.5,0.7,True
1291,True,0.5,0.8,0.67,False
1291,False,0.2,0.6,0.25,False
1292,True,0.5,0.7,0.7,False
1292,False,0.8,0.4,0.67,False
1293,True,0.4,0.9,0.4,False
1293,False,0.2,0.4,0.67,False
1294,True,0.5,0.7,0.7,True
1294,False,0.9,0.5,0.9,False
1295,True,0.6,0.8,0.67,True
1295,False,0.3,0.4,0.33,False
1296,True,0.5,0.1,0.5,True
1296,False,0.9,0.5,0.9,True
1297,True,0.6,0.2,0.67,True
1297,False,0.9,0.5,0.9,False
1298,True,0.6,0.30000000000000004,0.6,False
1298,False,0.7,0.6,0.67,False
1299,True,0.6,0.8,0.6,False
1299,False,0.8,0.4,0.67,False
1300,True,0.6,0.19999999999999996,0.67,False
1300,False,0.8,0.5,0.8,False
1301,True,0.5,0.7,0.58,False
1301,False,0.7,0.5,0.7,True
1302,True,0.5,0.7,0.7,True
1302,False,0.7,0.6,0.7,False
1303,True,0.4,0.8,0.33,False
1303,False,0.8,0.6,0.67,False
1304,True,0.5,0.7,0.7,False
1304,False,0.9,0.6,0.6,False
1305,True,0.4,0.7,0.33,False
1305,False,0.2,0.4,0.67,False
1306,True,0.5,0.09999999999999998,0.9,False
1306,False,0.2,0.6,0.67,True
1307,True,0.6,0.7,0.6,True
1307,False,0.3,0.6,0.58,True
1308,True,0.5,0.7,0.7,True
1308,False,0.2,0.5,0.2,False
1309,True,0.6,0.9,0.6,False
1309,False,0.8,0.6,0.67,True
1310,True,0.4,0.09999999999999998,0.44,False
1310,False,0.8,0.5,0.8,False
1311,True,0.6,0.7,0.6,True
1311,False,0.2,0.6,0.25,False
1312,True,0.5,0.8,0.67,True
1312,False,0.3,0.6,0.33,False
1313,True,0.5,0.7,0.7,False
1313,False,0.2,0.5,0.2,False
1314,True,0.4,0.09999999999999998,0.6,False
1314,False,0.9,0.5,0.9,True
1315,True,0.5,0.1,0.5,True
1315,False,0.7,0.5,0.7,True
1316,True,0.4,0.1,0.44,True
1316,False,0.8,0.5,0.8,False
1317,True,0.6,0.8,0.67,True
1317,False,0.8,0.6,0.67,True
1318,True,0.4,0.1,0.4,True
1318,False,0.9,0.5,0.9,False
1319,True,0.5,0.7,0.7,True
1319,False,0.3,0.5,0.3,False
1320,True,0.5,0.8,0.2,False
1320,False,0.3,0.5,0.7,True
1321,True,0.5,0.7,0.7,False
1321,False,0.3,0.6,0.33,False
1322,True,0.6,0.7,0.6,True
1322,False,0.1,0.4,0.2,True
1323,True,0.4,0.1,0.44,True
1323,False,0.8,0.4,0.67,False
1324,True,0.5,0.2,0.67,True
1324,False,0.2,0.5,0.2,True
1325,True,0.4,0.7,0.33,False
1325,False,0.8,0.5,0.8,False
1326,True,0.6,0.9,0.6,False
1326,False,0.2,0.5,0.2,True
1327,True,0.4,0.8,0.33,False
1327,False,0.3,0.4,0.7,False
1328,True,0.4,0.8,0.25,False
1328,False,0.1,0.5,0.1,True
1329,True,0.4,0.2,0.25,True
1329,False,0.3,0.5,0.3,False
1330,True,0.5,0.3,0.6,True
1330,False,0.8,0.6,0.67,True
1331,True,0.6,0.19999999999999996,0.67,False
1331,False,0.7,0.5,0.7,False
1332,True,0.5,0.3,0.6,True
1332,False,0.8,0.5,0.8,False
1333,True,0.4,0.2,0.33,True
1333,False,0.9,0.6,0.6,False
1334,True,0.5,0.30000000000000004,0.6,False
1334,False,0.9,0.5,0.9,True
1335,True,0.5,0.8,0.67,True
1335,False,0.2,0.6,0.25,False
1336,True,0.5,0.2,0.2,True
1336,False,0.9,0.6,0.75,True
1337,True,0.6,0.8,0.67,True
1337,False,0.9,0.5,0.9,True
1338,True,0.5,0.8,0.2,False
1338,False,0.7,0.5,0.7,True
1339,True,0.5,0.1,0.5,True
1339,False,0.2,0.6,0.25,True
1340,True,0.5,0.8,0.67,False
1340,False,0.9,0.5,0.9,True
1341,True,0.5,0.8,0.67,False
1341,False,0.09999999999999998,0.4,0.2,False
1342,True,0.6,0.7,0.6,True
1342,False,0.7,0.4,0.64,False
1343,True,0.5,0.7,0.58,True
1343,False,0.8,0.6,0.67,False
1344,True,0.6,0.2,0.67,True
1344,False,0.3,0.6,0.6,True
1345,True,0.5,0.30000000000000004,0.6,False
1345,False,0.8,0.5,0.8,False
1346,True,0.5,0.1,0.5,True
1346,False,0.3,0.5,0.3,False
1347,True,0.4,0.30000000000000004,0.6,False
1347,False,0.8,0.5,0.8,True
1348,True,0.5,0.1,0.5,True
1348,False,0.3,0.5,0.3,False
1349,True,0.5,0.9,0.1,False
1349,False,0.1,0.5,0.1,False
1350,True,0.4,0.30000000000000004,0.43,False
1350,False,0.1,0.6,0.2,False
1351,True,0.6,0.3,0.6,True
1351,False,0.2,0.4,0.2,True
1352,True,0.5,0.8,0.67,False
1352,False,0.3,0.6,0.33,False
1353,True,0.4,0.09999999999999998,0.44,False
1353,False,0.2,0.5,0.2,False
1354,True,0.5,0.1,0.1,True
1354,False,0.8,0.5,0.8,False
1355,True,0.4,0.8,0.25,False
1355,False,0.1,0.5,0.1,True
1356,True,0.5,0.7,0.7,False
1356,False,0.2,0.4,0.33,False
1357,True,0.6,0.3,0.6,True
1357,False,0.9,0.5,0.9,True
1358,True,0.5,0.9,0.64,True
1358,False,0.8,0.4,0.67,True
1359,True,0.6,0.8,0.6,True
1359,False,0.9,0.6,0.6,True
1360,True,0.5,0.2,0.2,True
1360,False,0.3,0.5,0.7,False
1361,True,0.5,0.7,0.7,False
1361,False,0.7,0.5,0.7,False
1362,True,0.4,0.1,0.44,True
1362,False,0.7,0.6,0.7,False
1363,True,0.6,0.1,0.6,True
1363,False,0.8,0.5,0.8,True
1364,True,0.5,0.8,0.67,True
1364,False,0.8,0.5,0.8,False
1365,True,0.6,0.9,0.6,True
1365,False,0.9,0.5,0.9,False
1366,True,0.5,0.30000000000000004,0.6,False
1366,False,0.9,0.5,0.9,True
1367,True,0.5,0.09999999999999998,0.64,False
1367,False,0.7,0.5,0.7,True
1368,True,0.5,0.8,0.2,False
1368,False,0.7,0.6,0.67,False
1369,True,0.4,0.30000000000000004,0.6,False
1369,False,0.8,0.5,0.8,False
1370,True,0.4,0.9,0.4,True
1370,False,0.9,0.5,0.9,True
1371,True,0.6,0.8,0.67,True
1371,False,0.7,0.5,0.7,False
1372,True,0.4,0.7,0.33,False
1372,False,0.9,0.6,0.75,False
1373,True,0.5,0.2,0.67,True
1373,False,0.9,0.5,0.9,True
1374,True,0.4,0.30000000000000004,0.43,False
1374,False,0.8,0.5,0.8,False
1375,True,0.5,0.9,0.9,True
1375,False,0.3,0.4,0.33,False
1376,True,0.5,0.3,0.6,True
1376,False,0.8,0.5,0.8,False
1377,True,0.6,0.7,0.7,True
1377,False,0.8,0.6,0.67,True
1378,True,0.4,0.7,0.33,False
1378,False,0.7,0.5,0.7,False
1379,True,0.4,0.30000000000000004,0.6,False
1379,False,0.1,0.6,0.2,False
1380,True,0.5,0.1,0.1,True
1380,False,0.3,0.5,0.7,True
1381,True,0.5,0.7,0.7,True
1381,False,0.3,0.5,0.3,True
1382,True,0.5,0.8,0.67,False
1382,False,0.3,0.4,0.43,False
1383,True,0.5,0.9,0.64,True
1383,False,0.2,0.5,0.2,False
1384,True,0.4,0.19999999999999996,0.33,False
1384,False,0.8,0.5,0.8,False
1385,True,0.5,0.1,0.5,True
1385,False,0.1,0.5,0.1,False
1386,True,0.4,0.8,0.33,False
