engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,performance_score2,performance_score2_name,behaviour_score3,behaviour_score3_name
hf_LongAlpaca-70B,13,50.313500000000005,rewards mean,0.571875,meta-cognitive sensitivity,0.85625,confidence mean,0.475,mean accuracy,0.3625,adjusted qsr
hf_LongAlpaca-70B,14,51.022375,rewards mean,0.6825625,meta-cognitive sensitivity,0.8037499999999997,confidence mean,0.5375,mean accuracy,0.5125,adjusted qsr
hf_LongAlpaca-70B,15,49.267,rewards mean,0.579375,meta-cognitive sensitivity,0.85625,confidence mean,0.4875,mean accuracy,0.35,adjusted qsr
hf_LongAlpaca-70B,16,51.440625,rewards mean,0.6554249999999999,meta-cognitive sensitivity,0.8337499999999999,confidence mean,0.4875,mean accuracy,0.675,adjusted qsr
hf_LongAlpaca-70B,17,48.5115,rewards mean,0.6489149999999999,meta-cognitive sensitivity,0.83825,confidence mean,0.5125,mean accuracy,0.55,adjusted qsr
hf_LongAlpaca-70B,18,48.58125,rewards mean,0.570885,meta-cognitive sensitivity,0.8517500000000002,confidence mean,0.475,mean accuracy,0.3375,adjusted qsr
hf_LongAlpaca-70B,19,50.853625,rewards mean,0.596415,meta-cognitive sensitivity,0.83825,confidence mean,0.5,mean accuracy,0.3125,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,0,48.623875,rewards mean,0.6052631578947368,meta-cognitive sensitivity,0.0,confidence mean,0.5,mean accuracy,0.6052631578947368,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,1,49.579125,rewards mean,0.4642857142857143,meta-cognitive sensitivity,0.0,confidence mean,0.4375,mean accuracy,0.4642857142857143,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,2,48.93237499999999,rewards mean,0.59375,meta-cognitive sensitivity,0.0,confidence mean,0.475,mean accuracy,0.59375,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,3,50.98975,rewards mean,0.5162704225352113,meta-cognitive sensitivity,0.07380281690140846,confidence mean,0.55,mean accuracy,0.43894773600279363,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,4,49.27125,rewards mean,0.5714285714285714,meta-cognitive sensitivity,0.0,confidence mean,0.4625,mean accuracy,0.5714285714285714,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,5,51.269499999999994,rewards mean,0.47400000000000003,meta-cognitive sensitivity,0.005,confidence mean,0.525,mean accuracy,0.45,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,6,49.57125,rewards mean,0.6505670886075949,meta-cognitive sensitivity,0.15012658227848102,confidence mean,0.45,mean accuracy,0.4958677685950414,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,7,48.74625,rewards mean,0.5357575757575758,meta-cognitive sensitivity,0.0030303030303030303,confidence mean,0.525,mean accuracy,0.5454545454545454,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,8,52.08662499999999,rewards mean,0.5166722222222222,meta-cognitive sensitivity,0.06083333333333334,confidence mean,0.575,mean accuracy,0.5579660238751148,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,9,51.624,rewards mean,0.49658536585365853,meta-cognitive sensitivity,0.004878048780487805,confidence mean,0.475,mean accuracy,0.5121951219512195,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,10,49.196749999999994,rewards mean,0.6169653333333333,meta-cognitive sensitivity,0.11973333333333334,confidence mean,0.5,mean accuracy,0.5379614325068871,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,11,49.81025000000001,rewards mean,0.5333333333333333,meta-cognitive sensitivity,0.0,confidence mean,0.5875,mean accuracy,0.5333333333333333,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,12,51.258375,rewards mean,0.4,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.4,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,13,54.20775,rewards mean,0.25806451612903225,meta-cognitive sensitivity,0.0,confidence mean,0.6,mean accuracy,0.25806451612903225,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,14,50.463,rewards mean,0.46335624999999997,meta-cognitive sensitivity,0.0134375,confidence mean,0.5625,mean accuracy,0.452995867768595,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,15,49.062124999999995,rewards mean,0.6116273972602739,meta-cognitive sensitivity,0.05972602739726028,confidence mean,0.4125,mean accuracy,0.4817162911807993,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,16,50.391375,rewards mean,0.5517241379310345,meta-cognitive sensitivity,0.0,confidence mean,0.4625,mean accuracy,0.5517241379310345,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,17,50.739625000000004,rewards mean,0.4838709677419355,meta-cognitive sensitivity,0.0,confidence mean,0.55,mean accuracy,0.4838709677419355,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,18,50.65424999999999,rewards mean,0.5,meta-cognitive sensitivity,0.0,confidence mean,0.5,mean accuracy,0.5,adjusted qsr
hf_Llama-2-7b-longlora-16k-ft,19,50.793625,rewards mean,0.5185185185185185,meta-cognitive sensitivity,0.0,confidence mean,0.5375,mean accuracy,0.5185185185185185,adjusted qsr
hf_mpt-30b-instruct,0,48.0865,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,1,50.8615,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,2,50.168125,rewards mean,0.6961,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.4875,mean accuracy,0.6961,adjusted qsr
hf_mpt-30b-instruct,3,50.922,rewards mean,0.6961,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.4875,mean accuracy,0.6961,adjusted qsr
hf_mpt-30b-instruct,4,50.961875,rewards mean,0.675225,meta-cognitive sensitivity,0.7732500000000002,confidence mean,0.5125,mean accuracy,0.4,adjusted qsr
hf_mpt-30b-instruct,5,50.999875,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,6,50.36875,rewards mean,0.693335,meta-cognitive sensitivity,0.7217499999999998,confidence mean,0.4875,mean accuracy,0.5,adjusted qsr
hf_mpt-30b-instruct,7,49.994875,rewards mean,0.68485,meta-cognitive sensitivity,0.7785000000000002,confidence mean,0.525,mean accuracy,0.5,adjusted qsr
hf_mpt-30b-instruct,8,49.725,rewards mean,0.6786,meta-cognitive sensitivity,0.7800000000000001,confidence mean,0.5125,mean accuracy,0.6786,adjusted qsr
hf_mpt-30b-instruct,9,51.38287499999999,rewards mean,0.7016,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5,mean accuracy,0.7016,adjusted qsr
hf_mpt-30b-instruct,10,51.071375,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,11,50.190625,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,12,48.31775,rewards mean,0.6961,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.4875,mean accuracy,0.6961,adjusted qsr
hf_mpt-30b-instruct,13,51.13349999999999,rewards mean,0.6786,meta-cognitive sensitivity,0.7800000000000001,confidence mean,0.5125,mean accuracy,0.6786,adjusted qsr
hf_mpt-30b-instruct,14,49.162875,rewards mean,0.67235,meta-cognitive sensitivity,0.7785000000000002,confidence mean,0.5,mean accuracy,0.5,adjusted qsr
hf_mpt-30b-instruct,15,49.604125,rewards mean,0.6961,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.4875,mean accuracy,0.6961,adjusted qsr
hf_mpt-30b-instruct,16,51.19975,rewards mean,0.7071,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5125,mean accuracy,0.7071,adjusted qsr
hf_mpt-30b-instruct,17,50.279250000000005,rewards mean,0.7016,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.5,mean accuracy,0.7016,adjusted qsr
hf_mpt-30b-instruct,18,49.477375,rewards mean,0.6646000000000001,meta-cognitive sensitivity,0.7800000000000001,confidence mean,0.4875,mean accuracy,0.6646000000000001,adjusted qsr
hf_mpt-30b-instruct,19,49.94862500000001,rewards mean,0.6961,meta-cognitive sensitivity,0.7199999999999999,confidence mean,0.4875,mean accuracy,0.6961,adjusted qsr
llama-2-7,0,50.287375,rewards mean,0.6519299999999999,meta-cognitive sensitivity,0.8217500000000001,confidence mean,0.55,mean accuracy,0.65350341796875,adjusted qsr
llama-2-7,1,51.832,rewards mean,0.55713125,meta-cognitive sensitivity,0.948375,confidence mean,0.5125,mean accuracy,0.5737448060941828,adjusted qsr
llama-2-7,2,49.467125,rewards mean,0.5855425000000001,meta-cognitive sensitivity,0.88175,confidence mean,0.5125,mean accuracy,0.5786034971644612,adjusted qsr
llama-2-7,3,51.35475000000001,rewards mean,0.6158662500000001,meta-cognitive sensitivity,0.8731249999999999,confidence mean,0.5375,mean accuracy,0.6085691015089163,adjusted qsr
llama-2-7,4,50.59824999999999,rewards mean,0.6259475,meta-cognitive sensitivity,0.8524999999999998,confidence mean,0.5125,mean accuracy,0.6432130259511213,adjusted qsr
llama-2-7,5,49.894875,rewards mean,0.51459625,meta-cognitive sensitivity,0.908125,confidence mean,0.4375,mean accuracy,0.528271484375,adjusted qsr
llama-2-7,6,47.467125,rewards mean,0.4787999999999999,meta-cognitive sensitivity,0.84475,confidence mean,0.35,mean accuracy,0.4848203744307641,adjusted qsr
llama-2-7,7,50.683625,rewards mean,0.638765,meta-cognitive sensitivity,0.8305,confidence mean,0.55,mean accuracy,0.619783423573511,adjusted qsr
llama-2-7,8,50.10875,rewards mean,0.6659499999999999,meta-cognitive sensitivity,0.836,confidence mean,0.5625,mean accuracy,0.67351108033241,adjusted qsr
llama-2-7,9,49.944125,rewards mean,0.5712999999999999,meta-cognitive sensitivity,0.874,confidence mean,0.5,mean accuracy,0.5750230840258542,adjusted qsr
llama-2-7,10,49.141875000000006,rewards mean,0.56614375,meta-cognitive sensitivity,0.8996250000000001,confidence mean,0.5,mean accuracy,0.5660089546022491,adjusted qsr
llama-2-7,11,49.158125,rewards mean,0.6011075,meta-cognitive sensitivity,0.80375,confidence mean,0.45,mean accuracy,0.6236765158510311,adjusted qsr
llama-2-7,12,49.891875000000006,rewards mean,0.63433125,meta-cognitive sensitivity,0.796375,confidence mean,0.5375,mean accuracy,0.6226863905325443,adjusted qsr
llama-2-7,13,50.579875,rewards mean,0.60591375,meta-cognitive sensitivity,0.836125,confidence mean,0.5,mean accuracy,0.6156375974200484,adjusted qsr
llama-2-7,14,48.6,rewards mean,0.6417175,meta-cognitive sensitivity,0.7935,confidence mean,0.475,mean accuracy,0.6668675390266299,adjusted qsr
llama-2-7,15,50.012875,rewards mean,0.6351625000000001,meta-cognitive sensitivity,0.8397500000000001,confidence mean,0.5,mean accuracy,0.6590763888888889,adjusted qsr
llama-2-7,16,48.4975,rewards mean,0.5932375000000001,meta-cognitive sensitivity,0.8585,confidence mean,0.5,mean accuracy,0.5989067055393587,adjusted qsr
llama-2-7,17,49.915375,rewards mean,0.60926625,meta-cognitive sensitivity,0.823625,confidence mean,0.4625,mean accuracy,0.6461033950617285,adjusted qsr
llama-2-7,18,52.400625000000005,rewards mean,0.6406475,meta-cognitive sensitivity,0.9155,confidence mean,0.575,mean accuracy,0.6561471193415638,adjusted qsr
llama-2-7,19,51.20475,rewards mean,0.65957125,meta-cognitive sensitivity,0.791625,confidence mean,0.525,mean accuracy,0.6697941438763377,adjusted qsr
llama-2-7-chat,0,49.400875,rewards mean,0.64037875,meta-cognitive sensitivity,0.8348749999999999,confidence mean,0.5,mean accuracy,0.6854597107438017,adjusted qsr
llama-2-7-chat,1,50.90975,rewards mean,0.6176087500000002,meta-cognitive sensitivity,0.849625,confidence mean,0.4875,mean accuracy,0.6772727272727272,adjusted qsr
llama-2-7-chat,2,50.3375,rewards mean,0.64926375,meta-cognitive sensitivity,0.822625,confidence mean,0.5,mean accuracy,0.6832466918714557,adjusted qsr
llama-2-7-chat,3,51.95275,rewards mean,0.6815425,meta-cognitive sensitivity,0.83675,confidence mean,0.5625,mean accuracy,0.7156508264462811,adjusted qsr
llama-2-7-chat,4,49.915375,rewards mean,0.6766425,meta-cognitive sensitivity,0.81775,confidence mean,0.55,mean accuracy,0.6683349609375,adjusted qsr
llama-2-7-chat,5,49.874,rewards mean,0.64244625,meta-cognitive sensitivity,0.821875,confidence mean,0.5,mean accuracy,0.6275568181818183,adjusted qsr
llama-2-7-chat,6,49.89275,rewards mean,0.6386275,meta-cognitive sensitivity,0.841,confidence mean,0.5125,mean accuracy,0.6651315789473684,adjusted qsr
llama-2-7-chat,7,50.68274999999999,rewards mean,0.6633700000000001,meta-cognitive sensitivity,0.8275,confidence mean,0.525,mean accuracy,0.6839200000000002,adjusted qsr
llama-2-7-chat,8,50.928,rewards mean,0.6319375,meta-cognitive sensitivity,0.8387499999999999,confidence mean,0.5,mean accuracy,0.67861328125,adjusted qsr
llama-2-7-chat,9,48.5275,rewards mean,0.63208875,meta-cognitive sensitivity,0.8303750000000001,confidence mean,0.4875,mean accuracy,0.6393004115226338,adjusted qsr
llama-2-7-chat,10,50.29200000000001,rewards mean,0.63836125,meta-cognitive sensitivity,0.836375,confidence mean,0.5,mean accuracy,0.6650824652777778,adjusted qsr
llama-2-7-chat,11,51.192625,rewards mean,0.6595825,meta-cognitive sensitivity,0.8205000000000002,confidence mean,0.5125,mean accuracy,0.6968565088757398,adjusted qsr
llama-2-7-chat,12,51.77462499999999,rewards mean,0.6407075000000001,meta-cognitive sensitivity,0.82975,confidence mean,0.5125,mean accuracy,0.6403211805555558,adjusted qsr
llama-2-7-chat,13,49.419875000000005,rewards mean,0.63199125,meta-cognitive sensitivity,0.833625,confidence mean,0.4875,mean accuracy,0.6434007134363854,adjusted qsr
llama-2-7-chat,14,46.04375,rewards mean,0.58635625,meta-cognitive sensitivity,0.818375,confidence mean,0.4125,mean accuracy,0.5892400000000002,adjusted qsr
llama-2-7-chat,15,49.716875,rewards mean,0.59392,meta-cognitive sensitivity,0.80975,confidence mean,0.4,mean accuracy,0.6003381893860562,adjusted qsr
llama-2-7-chat,16,48.010125,rewards mean,0.63119375,meta-cognitive sensitivity,0.8353750000000002,confidence mean,0.4875,mean accuracy,0.6800540123456791,adjusted qsr
llama-2-7-chat,17,49.25525,rewards mean,0.64695625,meta-cognitive sensitivity,0.819625,confidence mean,0.4875,mean accuracy,0.6388979591836735,adjusted qsr
llama-2-7-chat,18,49.98412499999999,rewards mean,0.62646,meta-cognitive sensitivity,0.8295000000000001,confidence mean,0.4875,mean accuracy,0.6000432525951557,adjusted qsr
llama-2-7-chat,19,48.980125,rewards mean,0.63217625,meta-cognitive sensitivity,0.8151250000000001,confidence mean,0.475,mean accuracy,0.6496878715814507,adjusted qsr
hf_mpt-30b-chat,0,50.255500000000005,rewards mean,0.48812625,meta-cognitive sensitivity,0.986375,confidence mean,0.475,mean accuracy,0.4834876543209876,adjusted qsr
hf_mpt-30b-chat,1,51.05325,rewards mean,0.54637625,meta-cognitive sensitivity,0.986375,confidence mean,0.5375,mean accuracy,0.5126543209876543,adjusted qsr
hf_mpt-30b-chat,2,49.849875,rewards mean,0.53746625,meta-cognitive sensitivity,0.987875,confidence mean,0.525,mean accuracy,0.5436728395061727,adjusted qsr
hf_mpt-30b-chat,3,49.462875,rewards mean,0.49846625,meta-cognitive sensitivity,0.987875,confidence mean,0.4875,mean accuracy,0.4811728395061728,adjusted qsr
hf_mpt-30b-chat,4,50.33525,rewards mean,0.5263725,meta-cognitive sensitivity,0.98625,confidence mean,0.5125,mean accuracy,0.5375,adjusted qsr
hf_mpt-30b-chat,5,48.490750000000006,rewards mean,0.47527625,meta-cognitive sensitivity,0.9888750000000002,confidence mean,0.4625,mean accuracy,0.475,adjusted qsr
hf_mpt-30b-chat,6,49.87425,rewards mean,0.514085,meta-cognitive sensitivity,0.9855,confidence mean,0.5,mean accuracy,0.5222222222222221,adjusted qsr
hf_mpt-30b-chat,7,51.257625,rewards mean,0.4906425,meta-cognitive sensitivity,0.9855,confidence mean,0.475,mean accuracy,0.5154320987654322,adjusted qsr
hf_mpt-30b-chat,8,52.105,rewards mean,0.65692875,meta-cognitive sensitivity,0.961875,confidence mean,0.625,mean accuracy,0.773611111111111,adjusted qsr
hf_mpt-30b-chat,9,49.261125,rewards mean,0.48524625,meta-cognitive sensitivity,0.988375,confidence mean,0.475,mean accuracy,0.4600308641975308,adjusted qsr
hf_mpt-30b-chat,10,49.476375,rewards mean,0.5384662500000001,meta-cognitive sensitivity,0.987875,confidence mean,0.525,mean accuracy,0.5547839506172839,adjusted qsr
hf_mpt-30b-chat,11,48.844875,rewards mean,0.5117125,meta-cognitive sensitivity,0.98775,confidence mean,0.5,mean accuracy,0.5046296296296295,adjusted qsr
hf_mpt-30b-chat,12,50.789375,rewards mean,0.51573875,meta-cognitive sensitivity,0.983875,confidence mean,0.5,mean accuracy,0.5337962962962963,adjusted qsr
hf_mpt-30b-chat,13,48.90375,rewards mean,0.5007462500000001,meta-cognitive sensitivity,0.988375,confidence mean,0.4875,mean accuracy,0.508641975308642,adjusted qsr
hf_mpt-30b-chat,14,48.986,rewards mean,0.48846625,meta-cognitive sensitivity,0.987875,confidence mean,0.475,mean accuracy,0.4936728395061728,adjusted qsr
hf_mpt-30b-chat,15,47.89925,rewards mean,0.52196625,meta-cognitive sensitivity,0.987875,confidence mean,0.5125,mean accuracy,0.4950617283950617,adjusted qsr
hf_mpt-30b-chat,16,49.71075,rewards mean,0.51299625,meta-cognitive sensitivity,0.988375,confidence mean,0.5,mean accuracy,0.5211419753086419,adjusted qsr
hf_mpt-30b-chat,17,49.853750000000005,rewards mean,0.51299625,meta-cognitive sensitivity,0.988375,confidence mean,0.5,mean accuracy,0.5211419753086419,adjusted qsr
hf_mpt-30b-chat,18,50.422,rewards mean,0.5264625,meta-cognitive sensitivity,0.98775,confidence mean,0.5125,mean accuracy,0.5449074074074074,adjusted qsr
hf_mpt-30b-chat,19,49.698,rewards mean,0.5331925,meta-cognitive sensitivity,0.98225,confidence mean,0.5125,mean accuracy,0.6029320987654321,adjusted qsr
hf_Llama-2-70b-longlora-32k,0,48.342375,rewards mean,0.63302,meta-cognitive sensitivity,0.7317500000000001,confidence mean,0.4125,mean accuracy,0.619445022907122,adjusted qsr
hf_Llama-2-70b-longlora-32k,1,49.093375,rewards mean,0.617145,meta-cognitive sensitivity,0.78,confidence mean,0.4875,mean accuracy,0.6157051282051282,adjusted qsr
hf_Llama-2-70b-longlora-32k,2,49.2395,rewards mean,0.5549850000000001,meta-cognitive sensitivity,0.88025,confidence mean,0.45,mean accuracy,0.5215925925925926,adjusted qsr
hf_Llama-2-70b-longlora-32k,3,51.227,rewards mean,0.69248625,meta-cognitive sensitivity,0.834625,confidence mean,0.5875,mean accuracy,0.6545349482248521,adjusted qsr
hf_Llama-2-70b-longlora-32k,4,50.210375,rewards mean,0.61755625,meta-cognitive sensitivity,0.8143750000000001,confidence mean,0.55,mean accuracy,0.5444762598917118,adjusted qsr
hf_Llama-2-70b-longlora-32k,5,50.11125,rewards mean,0.6501400000000002,meta-cognitive sensitivity,0.83125,confidence mean,0.5375,mean accuracy,0.6516404958677685,adjusted qsr
hf_Llama-2-70b-longlora-32k,6,47.94925,rewards mean,0.5569862500000001,meta-cognitive sensitivity,0.8006250000000001,confidence mean,0.4375,mean accuracy,0.4604974007561436,adjusted qsr
hf_Llama-2-70b-longlora-32k,7,48.250125,rewards mean,0.544285,meta-cognitive sensitivity,0.9125,confidence mean,0.45,mean accuracy,0.5496712929145362,adjusted qsr
hf_Llama-2-70b-longlora-32k,8,50.367,rewards mean,0.5167925,meta-cognitive sensitivity,0.93925,confidence mean,0.475,mean accuracy,0.5218242399000417,adjusted qsr
hf_Llama-2-70b-longlora-32k,9,52.30862499999999,rewards mean,0.6259125000000001,meta-cognitive sensitivity,0.87575,confidence mean,0.5875,mean accuracy,0.5890860768175583,adjusted qsr
hf_Llama-2-70b-longlora-32k,10,49.62,rewards mean,0.56016,meta-cognitive sensitivity,0.8849999999999998,confidence mean,0.4375,mean accuracy,0.6043836805555556,adjusted qsr
hf_Llama-2-70b-longlora-32k,11,49.817875,rewards mean,0.5073825000000001,meta-cognitive sensitivity,0.91525,confidence mean,0.425,mean accuracy,0.5185613854595337,adjusted qsr
hf_Llama-2-70b-longlora-32k,12,47.825875,rewards mean,0.49483125,meta-cognitive sensitivity,0.952625,confidence mean,0.45,mean accuracy,0.4876978342357351,adjusted qsr
hf_Llama-2-70b-longlora-32k,13,48.7965,rewards mean,0.49806375,meta-cognitive sensitivity,0.906875,confidence mean,0.45,mean accuracy,0.4888259093094055,adjusted qsr
hf_Llama-2-70b-longlora-32k,14,50.29225,rewards mean,0.5834925,meta-cognitive sensitivity,0.87425,confidence mean,0.4375,mean accuracy,0.65166015625,adjusted qsr
hf_Llama-2-70b-longlora-32k,15,49.297,rewards mean,0.728715,meta-cognitive sensitivity,0.7037500000000001,confidence mean,0.5375,mean accuracy,0.7062777777777777,adjusted qsr
hf_Llama-2-70b-longlora-32k,16,50.909,rewards mean,0.6081162499999999,meta-cognitive sensitivity,0.876125,confidence mean,0.475,mean accuracy,0.6222771761765931,adjusted qsr
hf_Llama-2-70b-longlora-32k,17,49.311125,rewards mean,0.5994512499999999,meta-cognitive sensitivity,0.8498750000000002,confidence mean,0.4875,mean accuracy,0.6066497802734375,adjusted qsr
hf_Llama-2-70b-longlora-32k,18,47.604125,rewards mean,0.59213375,meta-cognitive sensitivity,0.845875,confidence mean,0.45,mean accuracy,0.5768069727891157,adjusted qsr
hf_Llama-2-70b-longlora-32k,19,51.793625,rewards mean,0.57528625,meta-cognitive sensitivity,0.912875,confidence mean,0.5875,mean accuracy,0.4777800916284881,adjusted qsr
hf_Llama-2-13b-longlora-64k,0,49.17100000000001,rewards mean,0.5909625000000001,meta-cognitive sensitivity,0.79625,confidence mean,0.4,mean accuracy,0.6676729024943311,adjusted qsr
hf_Llama-2-13b-longlora-64k,1,49.82125,rewards mean,0.67384875,meta-cognitive sensitivity,0.713125,confidence mean,0.4375,mean accuracy,0.7043019247342718,adjusted qsr
hf_Llama-2-13b-longlora-64k,2,52.778375,rewards mean,0.7549187500000001,meta-cognitive sensitivity,0.742125,confidence mean,0.6,mean accuracy,0.7528335048010973,adjusted qsr
hf_Llama-2-13b-longlora-64k,3,47.3155,rewards mean,0.6384299999999999,meta-cognitive sensitivity,0.7495,confidence mean,0.4375,mean accuracy,0.6686385459533607,adjusted qsr
hf_Llama-2-13b-longlora-64k,4,48.724,rewards mean,0.64179,meta-cognitive sensitivity,0.75125,confidence mean,0.4625,mean accuracy,0.6553259058725531,adjusted qsr
hf_Llama-2-13b-longlora-64k,5,50.686875,rewards mean,0.68052,meta-cognitive sensitivity,0.76475,confidence mean,0.5,mean accuracy,0.7190649729279468,adjusted qsr
hf_Llama-2-13b-longlora-64k,6,50.628125,rewards mean,0.6780600000000001,meta-cognitive sensitivity,0.75775,confidence mean,0.5375,mean accuracy,0.684580445284604,adjusted qsr
hf_Llama-2-13b-longlora-64k,7,49.56999999999999,rewards mean,0.7174674999999999,meta-cognitive sensitivity,0.7104999999999999,confidence mean,0.525,mean accuracy,0.7293029131985731,adjusted qsr
hf_Llama-2-13b-longlora-64k,8,48.381125,rewards mean,0.6332312499999999,meta-cognitive sensitivity,0.749375,confidence mean,0.45,mean accuracy,0.6403009162848813,adjusted qsr
hf_Llama-2-13b-longlora-64k,9,52.13425,rewards mean,0.7066649999999999,meta-cognitive sensitivity,0.8515,confidence mean,0.6125,mean accuracy,0.7207902892561984,adjusted qsr
hf_Llama-2-13b-longlora-64k,10,51.373000000000005,rewards mean,0.66634375,meta-cognitive sensitivity,0.7783749999999999,confidence mean,0.55,mean accuracy,0.6513692211578508,adjusted qsr
hf_Llama-2-13b-longlora-64k,11,53.51424999999999,rewards mean,0.7162825,meta-cognitive sensitivity,0.771,confidence mean,0.6125,mean accuracy,0.6769314868804666,adjusted qsr
hf_Llama-2-13b-longlora-64k,12,50.4235,rewards mean,0.59401625,meta-cognitive sensitivity,0.8251250000000001,confidence mean,0.475,mean accuracy,0.6213520144628099,adjusted qsr
hf_Llama-2-13b-longlora-64k,13,48.07725000000001,rewards mean,0.6837625,meta-cognitive sensitivity,0.7342500000000001,confidence mean,0.475,mean accuracy,0.7194521391197292,adjusted qsr
hf_Llama-2-13b-longlora-64k,14,50.308125,rewards mean,0.659775,meta-cognitive sensitivity,0.722,confidence mean,0.5125,mean accuracy,0.6345184948979592,adjusted qsr
hf_Llama-2-13b-longlora-64k,15,47.892375,rewards mean,0.6639999999999999,meta-cognitive sensitivity,0.6980000000000001,confidence mean,0.3875,mean accuracy,0.7236111111111111,adjusted qsr
hf_Llama-2-13b-longlora-64k,16,51.175875000000005,rewards mean,0.72476875,meta-cognitive sensitivity,0.685875,confidence mean,0.5,mean accuracy,0.7397999043367347,adjusted qsr
hf_Llama-2-13b-longlora-64k,17,49.340250000000005,rewards mean,0.6967399999999999,meta-cognitive sensitivity,0.7137499999999999,confidence mean,0.5375,mean accuracy,0.649240451388889,adjusted qsr
hf_Llama-2-13b-longlora-64k,18,51.654500000000006,rewards mean,0.70275875,meta-cognitive sensitivity,0.8116249999999999,confidence mean,0.5875,mean accuracy,0.6954742973372781,adjusted qsr
hf_Llama-2-13b-longlora-64k,19,52.522875,rewards mean,0.6466675000000001,meta-cognitive sensitivity,0.88475,confidence mean,0.575,mean accuracy,0.646543107038734,adjusted qsr
hf_CodeLlama-7B,0,49.121,rewards mean,0.63331875,meta-cognitive sensitivity,0.7756250000000001,confidence mean,0.5,mean accuracy,0.5375,adjusted qsr
hf_CodeLlama-7B,1,49.668875,rewards mean,0.60355125,meta-cognitive sensitivity,0.861375,confidence mean,0.4375,mean accuracy,0.625,adjusted qsr
hf_CodeLlama-7B,2,50.003875,rewards mean,0.50677625,meta-cognitive sensitivity,0.983875,confidence mean,0.4875,mean accuracy,0.5,adjusted qsr
hf_CodeLlama-7B,3,49.392375,rewards mean,0.49428125,meta-cognitive sensitivity,0.959375,confidence mean,0.5,mean accuracy,0.4375,adjusted qsr
hf_CodeLlama-7B,4,49.7195,rewards mean,0.5190262499999999,meta-cognitive sensitivity,0.983875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_CodeLlama-7B,5,48.903375,rewards mean,0.49716,meta-cognitive sensitivity,0.941,confidence mean,0.5,mean accuracy,0.425,adjusted qsr
hf_CodeLlama-7B,6,50.53575,rewards mean,0.5190262499999999,meta-cognitive sensitivity,0.983875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_CodeLlama-7B,7,50.692125,rewards mean,0.57066,meta-cognitive sensitivity,0.941,confidence mean,0.4875,mean accuracy,0.5875,adjusted qsr
hf_CodeLlama-7B,8,51.61075000000001,rewards mean,0.6542049999999999,meta-cognitive sensitivity,0.7205000000000001,confidence mean,0.5625,mean accuracy,0.4625,adjusted qsr
hf_CodeLlama-7B,9,51.043375000000005,rewards mean,0.50677625,meta-cognitive sensitivity,0.983875,confidence mean,0.4875,mean accuracy,0.5,adjusted qsr
hf_CodeLlama-7B,10,48.438625,rewards mean,0.5159024999999999,meta-cognitive sensitivity,0.97775,confidence mean,0.4875,mean accuracy,0.5125,adjusted qsr
