run,trial,action1,state,action2,reward
5,74,X,X,F,1
5,75,X,X,F,0
5,76,X,X,F,0
5,77,X,X,D,1
5,78,X,X,D,0
5,79,X,X,F,1
5,80,X,X,F,0
5,81,X,Y,K,0
5,82,X,Y,K,0
5,83,X,X,D,0
5,84,X,Y,J,0
5,85,X,X,F,0
5,86,X,X,D,0
5,87,X,X,F,1
5,88,X,X,F,1
5,89,X,X,F,0
5,90,X,Y,K,0
5,91,Y,Y,J,1
5,92,Y,Y,J,1
5,93,X,X,D,1
5,94,Y,Y,J,0
5,95,X,X,D,0
5,96,X,X,D,1
5,97,Y,Y,J,0
5,98,X,X,D,1
5,99,X,X,D,0
5,100,X,X,D,1
5,101,X,X,D,1
5,102,X,X,D,1
5,103,X,X,D,0
5,104,X,X,D,0
5,105,,,1,0
5,106,X,Y,J,1
5,107,X,X,D,1
5,108,X,Y,J,1
5,109,Y,Y,J,0
5,110,X,Y,J,1
5,111,X,X,D,1
5,112,X,X,D,0
5,113,X,Y,J,0
5,114,X,X,D,1
5,115,X,X,D,0
5,116,X,X,D,1
5,117,X,Y,J,1
5,118,X,X,D,1
5,119,Y,Y,J,1
5,120,X,Y,J,0
5,121,X,X,D,1
5,122,X,X,D,1
5,123,X,X,D,1
5,124,X,X,D,1
5,125,X,Y,J,0
5,126,X,X,D,0
5,127,X,X,D,0
5,128,X,X,D,1
5,129,X,X,D,0
5,130,X,X,D,0
5,131,X,X,D,1
5,132,X,X,D,1
5,133,X,X,D,1
5,134,X,X,D,1
5,135,X,X,D,0
5,136,X,X,D,1
5,137,X,X,D,0
5,138,X,Y,J,1
5,139,X,X,D,1
5,140,X,Y,J,0
5,141,X,X,D,1
5,142,X,Y,J,1
5,143,X,X,D,1
5,144,X,X,D,0
5,145,X,Y,J,0
5,146,X,Y,J,1
5,147,X,X,D,0
5,148,X,X,D,0
5,149,X,X,D,0
5,150,X,X,F,1
5,151,X,X,F,0
5,152,X,X,D,0
5,153,Y,X,F,1
5,154,Y,Y,K,1
5,155,Y,X,F,0
5,156,X,Y,K,1
5,157,Y,X,F,0
5,158,Y,X,D,1
5,159,X,Y,K,1
5,160,Y,Y,K,0
5,161,X,Y,K,0
5,162,X,X,D,1
5,163,X,X,D,0
5,164,X,X,D,0
5,165,X,X,F,0
5,166,Y,Y,K,1
5,167,Y,Y,K,1
5,168,Y,X,D,1
5,169,X,X,D,0
5,170,Y,Y,K,1
5,171,Y,Y,K,1
5,172,Y,Y,K,0
5,173,Y,X,D,0
5,174,X,X,D,0
5,175,X,X,F,0
5,176,Y,Y,K,1
5,177,Y,X,F,1
5,178,X,X,F,1
5,179,X,X,F,1
5,180,X,X,F,0
5,181,X,X,F,0
5,182,Y,X,F,0
5,183,Y,Y,K,0
5,184,Y,Y,K,1
5,185,X,Y,K,1
5,186,Y,Y,K,0
5,187,Y,Y,K,1
5,188,Y,Y,K,1
5,189,Y,X,D,1
5,190,X,X,D,0
5,191,Y,Y,K,1
5,192,Y,Y,K,0
5,193,X,X,F,0
5,194,Y,Y,K,1
5,195,Y,X,D,0
5,196,Y,X,D,0
5,197,Y,Y,K,0
5,198,X,Y,J,0
5,199,Y,Y,K,0
6,0,X,Y,K,0
6,1,X,Y,K,0
6,2,Y,Y,J,0
6,3,X,X,F,1
6,4,X,X,F,1
6,5,X,X,F,1
6,6,X,X,F,1
6,7,X,X,F,1
6,8,Y,X,F,0
6,9,Y,Y,J,1
6,10,Y,Y,J,1
6,11,Y,Y,J,0
6,12,X,X,F,0
6,13,X,X,D,0
6,14,X,X,F,1
6,15,Y,Y,K,0
6,16,X,X,F,1
6,17,X,X,F,1
6,18,X,Y,K,0
6,19,X,Y,K,0
6,20,X,Y,J,0
6,21,Y,X,F,1
6,22,Y,Y,K,0
6,23,Y,Y,J,0
6,24,X,X,F,0
6,25,X,X,D,0
6,26,Y,Y,K,1
6,27,Y,Y,K,1
6,28,Y,Y,K,0
6,29,Y,Y,K,0
6,30,X,X,F,0
6,31,Y,X,F,1
6,32,X,Y,K,0
6,33,Y,Y,K,0
6,34,Y,Y,J,1
6,35,Y,X,D,0
6,36,X,X,F,0
6,37,Y,Y,J,1
6,38,X,X,D,0
6,39,Y,Y,J,1
6,40,Y,Y,J,1
6,41,Y,X,F,1
6,42,Y,X,F,0
6,43,X,X,F,0
6,44,Y,Y,J,1
6,45,Y,X,D,0
6,46,X,X,F,0
6,47,Y,X,F,1
6,48,Y,Y,J,0
6,49,X,X,F,0
6,50,X,Y,J,1
6,51,X,X,F,0
6,52,Y,X,F,0
6,53,X,X,F,1
6,54,Y,Y,J,1
6,55,Y,X,D,0
6,56,X,X,F,0
6,57,Y,Y,K,0
6,58,X,Y,K,0
6,59,X,X,F,1
6,60,X,X,F,1
6,61,X,X,D,0
6,62,X,X,F,0
6,63,Y,Y,J,0
6,64,X,X,F,0
6,65,X,Y,J,1
6,66,Y,Y,K,0
6,67,Y,X,F,1
6,68,X,Y,J,1
6,69,Y,Y,J,1
6,70,Y,Y,J,1
6,71,Y,X,F,1
6,72,Y,Y,J,1
6,73,Y,Y,J,1
6,74,Y,X,F,0
6,75,X,X,F,1
6,76,Y,Y,J,1
6,77,X,Y,K,1
6,78,Y,Y,K,0
6,79,Y,Y,K,0
6,80,Y,X,D,1
6,81,X,Y,J,1
6,82,Y,Y,K,1
6,83,X,Y,K,1
6,84,Y,X,F,1
6,85,X,X,D,1
6,86,Y,X,D,1
6,87,Y,Y,J,0
6,88,Y,Y,J,0
6,89,Y,Y,J,1
6,90,Y,X,F,1
6,91,Y,Y,J,0
6,92,Y,Y,J,0
6,93,Y,X,F,0
6,94,Y,X,D,0
6,95,X,X,F,1
6,96,X,X,F,1
6,97,Y,Y,J,0
6,98,Y,Y,K,0
6,99,Y,X,F,0
6,100,Y,X,F,0
6,101,Y,Y,K,0
6,102,X,X,D,1
6,103,X,X,D,1
6,104,Y,Y,K,0
6,105,X,X,F,0
6,106,Y,Y,J,0
6,107,Y,Y,K,1
6,108,Y,X,D,1
6,109,X,X,D,0
6,110,Y,Y,K,1
6,111,X,X,D,0
6,112,Y,Y,K,0
6,113,X,Y,J,1
6,114,Y,X,D,0
6,115,Y,X,F,1
6,116,X,X,F,1
6,117,Y,X,F,1
6,118,Y,Y,J,0
6,119,X,X,D,0
6,120,X,Y,K,1
6,121,Y,X,F,0
6,122,X,X,F,1
6,123,X,X,F,1
6,124,Y,Y,K,1
6,125,X,X,F,0
6,126,Y,Y,J,1
6,127,X,X,D,1
6,128,X,X,D,1
6,129,Y,X,D,0
6,130,Y,Y,J,1
6,131,X,X,D,0
6,132,X,Y,J,1
6,133,X,X,D,0
6,134,X,X,D,0
6,135,X,X,D,0
6,136,Y,Y,K,1
6,137,X,X,F,1
6,138,X,X,D,0
6,139,X,X,F,1
6,140,X,X,D,1
6,141,Y,Y,K,1
6,142,X,X,F,1
6,143,Y,Y,K,0
6,144,Y,Y,K,1
6,145,X,X,F,1
6,146,X,X,F,1
6,147,X,X,F,0
6,148,X,X,F,1
6,149,X,X,F,1
6,150,Y,Y,K,1
6,151,Y,X,F,1
6,152,X,Y,K,0
6,153,X,X,F,0
6,154,Y,Y,J,0
6,155,Y,X,F,1
6,156,Y,Y,J,1
6,157,Y,Y,K,1
6,158,Y,Y,K,0
6,159,Y,Y,K,1
6,160,Y,Y,J,1
6,161,X,X,D,0
6,162,Y,Y,K,0
6,163,Y,X,F,1
6,164,X,X,F,0
6,165,X,X,D,0
6,166,Y,X,D,0
6,167,Y,Y,J,1
6,168,Y,Y,J,1
6,169,X,X,D,0
6,170,X,X,F,1
6,171,Y,Y,J,1
6,172,X,X,F,1
6,173,Y,Y,J,0
6,174,X,X,F,1
6,175,Y,Y,K,1
6,176,Y,X,D,0
6,177,X,X,F,0
6,178,Y,Y,J,1
6,179,X,Y,J,1
6,180,Y,X,D,0
6,181,Y,Y,K,0
6,182,X,X,D,0
6,183,Y,Y,J,1
6,184,X,X,F,0
6,185,Y,X,D,0
6,186,Y,Y,J,1
6,187,Y,X,F,1
6,188,Y,Y,J,1
6,189,X,Y,J,1
6,190,Y,X,F,0
6,191,X,X,F,0
6,192,Y,Y,J,1
6,193,Y,Y,J,1
6,194,Y,X,F,1
6,195,Y,Y,J,0
6,196,Y,Y,J,1
6,197,Y,Y,J,1
6,198,X,Y,J,1
6,199,Y,Y,J,1
7,0,X,X,D,0
7,1,X,X,F,1
7,2,X,X,F,0
7,3,X,X,F,0
7,4,Y,Y,J,0
7,5,Y,X,D,1
7,6,Y,Y,J,0
7,7,Y,Y,J,1
7,8,Y,Y,J,1
7,9,Y,Y,K,0
7,10,Y,Y,K,1
7,11,Y,Y,J,1
7,12,Y,Y,K,1
7,13,Y,X,F,1
7,14,Y,Y,J,0
7,15,Y,X,F,1
7,16,Y,Y,K,0
7,17,Y,X,D,1
7,18,Y,X,D,1
7,19,Y,Y,J,0
7,20,Y,X,D,1
7,21,Y,Y,K,1
7,22,Y,X,F,1
7,23,Y,Y,K,1
7,24,Y,X,F,0
7,25,Y,Y,K,0
7,26,Y,Y,J,0
7,27,X,Y,J,0
7,28,X,Y,K,1
7,29,X,X,D,1
7,30,X,X,D,1
7,31,X,X,F,0
7,32,X,X,D,1
7,33,X,X,D,0
7,34,X,X,F,0
7,35,X,X,F,0
7,36,Y,Y,J,0
7,37,X,X,F,1
7,38,X,X,D,0
7,39,X,X,D,1
7,40,X,Y,K,1
7,41,X,X,D,1
7,42,X,Y,J,0
7,43,Y,Y,J,0
7,44,X,X,F,1
7,45,X,Y,K,1
7,46,X,X,F,0
7,47,X,X,D,0
7,48,Y,Y,K,1
7,49,Y,X,D,0
7,50,Y,Y,K,0
7,51,X,Y,K,0
7,52,X,X,D,1
7,53,X,X,D,1
7,54,X,X,D,1
7,55,X,Y,J,0
7,56,X,X,D,1
7,57,X,X,F,0
7,58,X,Y,K,1
7,59,X,Y,K,0
7,60,X,Y,J,1
7,61,X,X,D,0
7,62,X,X,D,1
7,63,X,Y,J,0
7,64,X,X,F,0
7,65,Y,X,D,1
7,66,Y,Y,J,1
7,67,Y,Y,J,0
7,68,Y,Y,K,1
7,69,Y,Y,J,1
7,70,Y,Y,J,0
7,71,Y,Y,K,1
7,72,Y,Y,K,1
7,73,Y,Y,J,0
7,74,X,X,D,1
7,75,Y,X,D,0
7,76,Y,X,F,1
7,77,X,X,D,1
7,78,Y,Y,K,1
7,79,Y,Y,J,1
7,80,Y,X,D,0
7,81,Y,Y,J,0
7,82,X,Y,J,1
7,83,X,Y,J,0
7,84,X,X,D,1
7,85,Y,Y,K,1
7,86,Y,Y,K,1
7,87,Y,Y,K,1
7,88,Y,Y,K,1
7,89,X,X,D,1
7,90,Y,Y,J,0
7,91,X,X,D,0
7,92,X,X,F,1
7,93,Y,Y,K,1
7,94,Y,Y,K,0
7,95,X,X,D,0
7,96,Y,Y,J,0
7,97,Y,Y,J,0
7,98,Y,Y,K,1
7,99,Y,Y,K,0
7,100,X,X,F,0
7,101,Y,Y,K,1
7,102,Y,Y,K,1
7,103,Y,Y,K,1
7,104,X,X,F,0
7,105,Y,X,D,0
7,106,X,Y,K,0
7,107,X,X,D,0
7,108,Y,Y,K,0
7,109,Y,X,D,0
7,110,X,Y,K,0
7,111,Y,X,D,1
7,112,Y,X,D,0
7,113,X,X,D,1
7,114,X,X,D,0
7,115,Y,X,D,0
7,116,X,X,D,0
7,117,Y,Y,K,0
7,118,Y,X,D,0
7,119,Y,Y,K,0
7,120,X,Y,J,1
7,121,Y,Y,K,0
7,122,Y,Y,J,1
7,123,X,X,F,1
7,124,X,X,F,1
7,125,Y,Y,J,0
7,126,X,X,F,0
7,127,X,X,D,0
7,128,Y,Y,J,0
7,129,Y,Y,J,0
7,130,Y,X,D,0
7,131,Y,X,F,0
7,132,Y,X,D,0
7,133,Y,X,F,1
7,134,Y,Y,K,1
7,135,Y,Y,K,1
7,136,Y,X,F,1
7,137,Y,Y,K,1
7,138,X,Y,K,1
7,139,X,X,F,1
7,140,Y,Y,K,1
7,141,Y,Y,K,0
7,142,X,X,F,0
7,143,X,Y,K,1
7,144,X,Y,K,0
7,145,X,Y,K,1
7,146,Y,Y,K,1
7,147,Y,X,F,1
7,148,X,Y,K,0
7,149,X,X,F,1
7,150,Y,X,D,0
7,151,X,X,F,1
7,152,X,X,F,0
7,153,X,X,F,0
7,154,Y,X,F,1
7,155,Y,Y,K,1
7,156,X,X,F,0
7,157,X,X,F,1
7,158,X,Y,K,0
7,159,Y,X,F,0
7,160,Y,Y,J,0
7,161,Y,X,F,0
7,162,X,X,F,1
7,163,Y,X,F,1
7,164,X,X,F,0
7,165,Y,X,F,1
7,166,X,X,F,0
7,167,X,X,F,1
7,168,X,X,F,0
7,169,Y,Y,K,0
7,170,Y,X,D,0
7,171,Y,X,F,0
7,172,X,X,D,0
7,173,X,X,F,1
7,174,Y,Y,K,0
7,175,Y,X,D,0
7,176,X,X,D,0
7,177,Y,Y,K,1
7,178,Y,Y,J,0
7,179,Y,Y,K,1
7,180,Y,Y,K,0
7,181,X,X,D,0
7,182,X,X,D,0
7,183,X,X,D,0
7,184,X,X,D,1
7,185,X,X,F,0
7,186,Y,X,F,0
7,187,Y,Y,K,0
7,188,Y,Y,J,1
7,189,Y,X,D,0
7,190,Y,Y,J,1
7,191,X,X,F,1
7,192,X,Y,J,0
7,193,Y,Y,J,1
7,194,Y,Y,J,1
7,195,X,X,D,0
7,196,X,X,F,1
7,197,X,X,F,0
7,198,Y,Y,K,0
7,199,X,X,F,0
8,0,X,X,D,0
8,1,X,Y,K,0
8,2,X,X,F,0
8,3,X,Y,J,1
8,4,X,Y,J,1
8,5,X,X,D,0
8,6,X,Y,J,1
8,7,X,X,D,1
8,8,X,X,D,1
8,9,X,X,D,0
8,10,X,X,D,1
8,11,X,Y,J,0
8,12,X,Y,J,0
8,13,X,X,D,0
8,14,Y,Y,K,1
8,15,Y,X,F,1
8,16,Y,Y,K,1
8,17,Y,Y,K,0
8,18,Y,X,F,1
8,19,Y,Y,K,0
8,20,Y,Y,K,0
8,21,Y,X,D,1
8,22,Y,Y,K,0
8,23,Y,Y,J,0
8,24,X,X,D,0
8,25,Y,Y,K,0
8,26,Y,Y,J,0
8,27,Y,Y,J,1
8,28,Y,Y,K,0
8,29,Y,X,F,0
8,30,X,X,D,1
8,31,X,X,D,1
8,32,X,X,D,1
8,33,X,Y,J,0
8,34,X,X,F,0
8,35,X,Y,K,0
8,36,Y,Y,K,1
8,37,Y,Y,K,1
8,38,Y,X,F,0
8,39,Y,Y,K,0
8,40,Y,X,D,1
8,41,Y,Y,J,1
8,42,Y,Y,J,0
8,43,Y,Y,K,1
8,44,Y,X,D,1
8,45,Y,X,D,0
8,46,Y,Y,J,1
8,47,Y,Y,J,0
8,48,X,X,F,1
8,49,X,X,F,1
8,50,X,X,F,0
8,51,X,X,D,1
8,52,X,Y,J,1
8,53,X,X,D,1
8,54,X,X,D,0
8,55,X,Y,J,0
8,56,X,X,D,0
8,57,X,X,F,0
8,58,Y,Y,K,0
8,59,Y,Y,J,0
8,60,X,X,F,1
8,61,X,X,F,1
8,62,X,X,F,1
8,63,X,X,F,1
8,64,Y,Y,J,1
8,65,Y,Y,J,0
8,66,Y,X,D,1
8,67,Y,Y,K,0
8,68,Y,Y,K,1
8,69,X,Y,K,0
8,70,X,X,D,0
8,71,X,X,F,0
8,72,Y,X,F,1
8,73,Y,X,F,1
8,74,Y,Y,J,0
8,75,X,X,F,0
8,76,X,X,D,1
8,77,X,Y,K,1
8,78,X,X,F,1
8,79,X,Y,J,0
8,80,X,X,D,1
8,81,X,X,D,1
8,82,X,Y,K,0
8,83,X,X,F,0
8,84,X,X,D,0
8,85,Y,Y,K,0
8,86,Y,Y,J,1
8,87,Y,Y,J,0
8,88,Y,Y,J,0
8,89,X,X,F,1
8,90,X,Y,K,1
8,91,X,X,F,0
8,92,Y,X,D,1
8,93,Y,Y,K,1
8,94,Y,Y,K,1
8,95,Y,Y,J,0
8,96,Y,X,D,1
8,97,Y,X,D,0
8,98,Y,Y,K,0
8,99,X,X,F,1
8,100,Y,Y,K,0
8,101,Y,Y,J,0
8,102,X,X,D,0
8,103,X,X,F,1
8,104,X,Y,K,0
8,105,X,Y,J,0
8,106,X,X,D,1
8,107,Y,X,F,0
8,108,X,Y,K,1
8,109,X,Y,K,1
8,110,X,X,D,1
8,111,X,X,D,0
8,112,Y,Y,K,1
8,113,Y,Y,K,0
8,114,Y,X,D,1
8,115,Y,Y,K,1
8,116,Y,Y,K,1
8,117,Y,Y,K,0
8,118,Y,Y,J,0
8,119,X,X,D,1
8,120,Y,Y,K,0
8,121,X,X,F,0
8,122,X,X,D,0
8,123,Y,X,D,1
8,124,Y,X,D,1
8,125,Y,Y,J,0
8,126,X,X,F,1
8,127,X,X,D,1
8,128,X,X,D,1
8,129,X,Y,J,0
8,130,X,Y,K,0
8,131,Y,Y,K,0
8,132,Y,Y,J,1
8,133,Y,Y,J,1
8,134,Y,Y,J,0
8,135,X,X,D,1
8,136,X,X,D,0
8,137,X,X,F,0
8,138,Y,Y,J,1
8,139,Y,X,D,1
8,140,Y,Y,J,1
8,141,Y,X,D,0
8,142,Y,Y,J,0
8,143,X,X,F,1
8,144,X,X,D,1
8,145,Y,Y,J,1
8,146,Y,Y,K,0
8,147,X,X,F,1
8,148,X,X,F,1
8,149,X,X,D,1
8,150,X,Y,J,1
8,151,X,X,D,1
8,152,X,Y,J,0
8,153,X,Y,K,0
8,154,Y,Y,J,0
8,155,X,X,F,1
8,156,X,Y,J,1
8,157,X,X,F,1
8,158,Y,Y,J,0
8,159,X,Y,K,0
8,160,Y,Y,J,1
8,161,X,X,F,1
8,162,X,Y,K,0
8,163,Y,Y,K,0
8,164,X,X,D,0
8,165,Y,X,F,1
8,166,Y,X,F,0
8,167,X,X,F,1
8,168,X,X,F,1
8,169,X,X,F,1
8,170,X,X,F,1
8,171,X,Y,K,0
8,172,Y,X,D,0
8,173,Y,Y,K,0
8,174,X,X,F,1
8,175,Y,Y,K,1
8,176,X,Y,K,1
8,177,X,X,D,0
8,178,Y,Y,K,0
8,179,X,X,D,1
8,180,X,Y,J,0
8,181,X,Y,K,0
8,182,Y,Y,J,1
8,183,Y,Y,J,0
8,184,Y,Y,K,0
8,185,Y,Y,K,0
8,186,X,X,F,1
8,187,X,Y,K,1
8,188,X,Y,K,0
8,189,X,X,F,1
8,190,X,X,D,1
8,191,X,Y,J,1
8,192,X,Y,J,1
8,193,X,X,D,0
8,194,X,Y,K,1
8,195,Y,X,F,0
8,196,X,X,D,0
8,197,Y,Y,J,1
8,198,Y,Y,J,0
8,199,X,X,F,0
9,0,X,Y,J,0
9,1,X,Y,J,1
9,2,X,X,D,1
9,3,X,X,D,0
9,4,X,Y,J,1
9,5,X,Y,J,1
9,6,X,X,D,0
9,7,X,X,D,1
9,8,X,X,F,0
9,9,Y,Y,J,1
9,10,Y,Y,J,0
9,11,Y,X,F,1
9,12,X,Y,J,0
9,13,Y,X,F,1
9,14,Y,Y,K,1
9,15,Y,X,F,1
9,16,Y,Y,K,1
9,17,Y,Y,K,1
9,18,Y,Y,K,1
9,19,Y,Y,K,1
9,20,Y,Y,K,0
9,21,Y,Y,K,1
9,22,Y,X,F,0
9,23,Y,X,D,0
9,24,Y,Y,K,0
9,25,Y,Y,K,1
9,26,Y,Y,K,1
9,27,Y,Y,K,1
9,28,Y,Y,K,0
9,29,Y,Y,K,1
9,30,Y,Y,K,1
9,31,Y,X,D,1
9,32,Y,Y,K,1
9,33,Y,X,D,0
9,34,Y,X,D,1
9,35,Y,X,D,0
9,36,Y,Y,K,1
9,37,Y,Y,J,0
9,38,Y,Y,K,1
9,39,Y,X,F,0
9,40,Y,Y,K,0
9,41,Y,X,D,0
9,42,Y,X,F,0
9,43,Y,X,F,1
9,44,Y,Y,J,0
9,45,Y,Y,K,1
9,46,Y,Y,K,0
9,47,X,X,F,0
9,48,X,X,D,1
9,49,X,X,D,0
9,50,Y,X,F,1
9,51,X,X,F,1
9,52,X,X,F,0
9,53,X,X,F,1
9,54,X,X,F,0
9,55,X,X,F,1
9,56,X,X,F,1
9,57,X,X,F,1
9,58,X,X,F,1
9,59,X,X,F,0
9,60,X,X,F,1
9,61,X,X,F,1
9,62,X,X,F,1
9,63,X,X,F,0
9,64,X,X,F,0
9,65,Y,Y,J,0
9,66,Y,X,D,1
9,67,Y,X,D,1
9,68,X,X,D,0
9,69,Y,Y,J,0
9,70,X,X,D,0
9,71,Y,X,D,0
9,72,Y,Y,K,0
9,73,Y,Y,K,0
9,74,Y,Y,J,0
9,75,X,X,F,1
9,76,X,X,F,1
9,77,X,X,F,1
9,78,X,X,F,1
9,79,X,X,F,1
9,80,X,X,F,0
9,81,X,Y,K,0
9,82,X,Y,J,0
9,83,X,X,F,1
9,84,X,X,F,0
9,85,X,Y,K,0
9,86,X,X,F,0
9,87,X,X,D,0
9,88,Y,Y,K,0
9,89,Y,Y,J,0
9,90,X,X,F,1
9,91,X,Y,J,1
9,92,X,Y,J,1
9,93,Y,Y,J,1
9,94,Y,Y,J,1
9,95,Y,Y,J,1
9,96,Y,X,D,1
9,97,Y,X,D,1
9,98,Y,Y,J,1
9,99,Y,Y,J,1
9,100,Y,Y,J,1
9,101,Y,Y,J,0
9,102,Y,Y,J,1
9,103,Y,Y,J,1
9,104,Y,Y,J,1
9,105,Y,Y,J,1
9,106,Y,X,D,1
9,107,X,X,D,1
9,108,Y,Y,J,1
9,109,X,X,D,1
9,110,X,Y,J,0
9,111,Y,Y,J,1
9,112,Y,X,D,1
9,113,Y,Y,J,1
9,114,Y,Y,J,1
9,115,Y,X,D,0
9,116,Y,Y,J,1
9,117,Y,X,D,0
9,118,Y,Y,J,1
9,119,Y,X,D,0
9,120,Y,X,F,1
9,121,Y,Y,J,1
9,122,Y,Y,J,1
9,123,Y,Y,J,0
9,124,Y,X,D,0
9,125,Y,Y,J,1
9,126,Y,X,F,1
9,127,Y,Y,J,1
9,128,Y,Y,J,1
9,129,Y,Y,J,1
9,130,Y,X,F,0
9,131,Y,X,F,0
9,132,Y,Y,J,0
9,133,Y,Y,J,1
9,134,X,X,F,0
9,135,X,X,F,1
9,136,X,X,F,0
9,137,X,X,D,1
9,138,X,X,F,1
9,139,X,Y,J,1
9,140,X,X,D,1
9,141,X,X,D,1
9,142,X,Y,J,1
9,143,X,X,D,1
9,144,X,X,D,1
9,145,X,X,D,0
9,146,X,X,D,1
9,147,X,Y,J,0
9,148,X,X,D,1
9,149,Y,X,D,1
9,150,Y,Y,K,0
9,151,X,X,D,0
9,152,X,Y,J,1
9,153,X,X,D,1
9,154,X,X,D,0
9,155,Y,Y,K,1
9,156,Y,Y,K,1
9,157,Y,Y,K,1
9,158,Y,Y,K,0
9,159,Y,X,F,1
9,160,Y,Y,K,1
9,161,Y,X,F,1
9,162,Y,Y,K,0
9,163,Y,Y,K,0
9,164,X,X,F,1
9,165,X,X,F,0
9,166,X,Y,K,0
9,167,X,X,F,1
9,168,X,Y,K,1
9,169,X,Y,K,0
9,170,Y,X,F,1
9,171,Y,Y,J,1
9,172,Y,Y,J,1
9,173,Y,Y,J,0
9,174,Y,X,D,1
9,175,Y,X,D,0
9,176,X,X,F,0
9,177,Y,Y,J,1
9,178,Y,X,D,1
9,179,Y,X,D,1
9,180,Y,X,D,0
9,181,X,X,D,1
9,182,X,X,D,0
9,183,X,X,D,1
9,184,X,X,D,0
9,185,Y,Y,J,0
9,186,X,X,D,0
9,187,X,X,F,0
9,188,Y,X,F,0
9,189,Y,Y,J,1
9,190,Y,Y,J,1
9,191,Y,Y,J,1
9,192,Y,X,D,1
9,193,Y,Y,J,0
9,194,Y,Y,J,1
9,195,Y,Y,J,1
9,196,Y,X,D,1
9,197,Y,Y,J,0
9,198,Y,Y,J,0
9,199,X,X,D,0
10,0,Y,X,D,0
10,1,X,X,D,0
10,2,X,X,F,0
10,3,X,X,D,0
10,4,Y,Y,K,0
10,5,Y,Y,J,1
10,6,Y,Y,J,1
10,7,Y,Y,J,1
10,8,Y,Y,J,0
10,9,Y,X,D,1
10,10,Y,X,D,1
10,11,Y,Y,J,1
10,12,Y,Y,J,1
10,13,Y,X,D,1
10,14,Y,Y,J,0
10,15,Y,Y,J,0
10,16,Y,Y,K,0
10,17,Y,Y,J,1
10,18,Y,Y,J,0
10,19,Y,X,D,1
10,20,Y,Y,J,0
10,21,Y,Y,K,1
10,22,Y,X,D,1
10,23,Y,Y,J,0
10,24,Y,Y,K,0
10,25,Y,Y,K,0
10,26,Y,Y,K,0
10,27,X,X,D,0
10,28,X,X,D,1
10,29,X,Y,J,1
10,30,X,X,D,1
10,31,X,Y,K,0
10,32,X,X,D,1
10,33,X,Y,J,1
10,34,X,Y,J,1
10,35,X,X,D,1
10,36,X,X,D,1
10,37,X,X,D,0
10,38,X,Y,J,1
10,39,X,Y,J,0
10,40,X,X,D,0
10,41,X,X,F,1
10,42,X,X,F,1
10,43,X,Y,K,0
10,44,X,X,F,0
10,45,X,X,F,1
10,46,X,X,F,0
10,47,X,X,F,0
10,48,X,Y,J,0
10,49,X,Y,K,1
10,50,Y,Y,K,0
10,51,X,X,D,0
10,52,X,X,F,0
10,53,X,X,D,0
10,54,X,X,F,0
10,55,X,X,D,1
10,56,Y,Y,J,1
10,57,Y,X,D,1
10,58,Y,Y,J,0
10,59,Y,X,D,0
10,60,Y,Y,J,0
10,61,X,X,D,1
10,62,X,X,D,0
10,63,X,X,D,1
10,64,Y,X,D,0
10,65,Y,X,D,1
10,66,X,Y,J,0
10,67,Y,Y,K,0
10,68,X,X,D,1
10,69,X,X,F,0
10,70,X,Y,J,1
10,71,X,X,D,1
10,72,Y,Y,J,1
10,73,X,Y,J,1
10,74,X,X,D,0
10,75,Y,Y,J,0
10,76,X,X,F,0
10,77,X,Y,J,1
10,78,Y,X,F,1
10,79,Y,Y,K,1
10,80,Y,Y,K,1
10,81,Y,Y,J,0
10,82,Y,Y,K,1
10,83,Y,X,F,0
10,84,Y,Y,K,1
10,85,Y,Y,K,0
10,86,X,Y,J,1
10,87,X,X,F,0
10,88,Y,X,F,0
10,89,Y,Y,J,1
10,90,Y,Y,J,1
10,91,Y,X,D,1
10,92,Y,Y,J,1
10,93,Y,Y,J,1
10,94,Y,X,D,1
10,95,Y,Y,J,1
10,96,Y,Y,J,1
10,97,Y,X,D,1
10,98,Y,Y,J,1
10,99,Y,X,D,1
10,100,X,Y,K,1
10,101,X,X,F,1
10,102,X,X,F,0
10,103,X,X,D,1
10,104,X,X,D,1
10,105,X,X,D,0
10,106,Y,Y,K,0
10,107,X,X,F,0
10,108,X,X,F,1
10,109,X,Y,K,0
10,110,X,X,F,0
10,111,X,Y,K,0
10,112,X,X,D,0
10,113,Y,Y,J,1
10,114,Y,X,D,0
10,115,Y,Y,J,1
10,116,Y,Y,J,0
10,117,Y,Y,J,0
10,118,Y,X,D,0
10,119,Y,X,F,0
10,120,Y,X,F,0
10,121,X,Y,J,1
10,122,X,Y,J,1
10,123,X,Y,J,0
10,124,X,Y,J,1
10,125,X,Y,J,1
10,126,X,X,D,0
10,127,X,Y,J,1
10,128,X,Y,J,1
10,129,X,X,F,1
10,130,X,X,F,0
10,131,X,X,D,1
10,132,Y,Y,J,1
10,133,X,Y,J,0
10,134,X,X,D,0
10,135,X,X,D,0
10,136,X,Y,J,0
10,137,X,X,D,0
10,138,Y,Y,J,1
10,139,Y,Y,J,0
10,140,X,Y,J,0
10,141,Y,Y,K,0
10,142,Y,Y,K,0
10,143,X,X,D,0
10,144,X,Y,K,0
10,145,X,X,F,0
10,146,Y,X,D,0
10,147,X,Y,K,0
10,148,X,Y,J,0
10,149,Y,Y,K,0
10,150,X,X,F,0
10,151,X,X,F,0
